game_id	name	summary	video_id	platform
5199	Super Mario All-Stars	Super Mario All-Stars is a compilation of remasters for the Super Nintendo Entertainment System. It enhances Super Mario Bros., Super Mario Bros. 2, Super Mario Bros. 3 and Super Mario Bros.: The Lost Levels with an added on-cartridge save feature, updated graphics and sound, and an additional "battle game" for Super Mario Bros. 3. It is also the first time that the original Japanese Super Mario Bros. 2 was released for the western public.	VE9qGHgbPQ4	Super Nintendo Entertainment System
5418	Super Mario RPG: Legend of the Seven Stars	A JRPG entry in the Super Mario franchise in which Mario meets many unlikely allies in order to jump and fight his way through the Mushroom Kingdom and collect stars to repair the Star Road, the pathway that grants people's wishes, which was destroyed by Smithy, the otherworldly entity that hijacked Bowser's castle and threw the Kingdom into disarray.	OCuHns42zdc	Super Nintendo Entertainment System,Wii,Wii U
5712	Mario Tennis Open	Instantly jump into the multiplayer fun, locally or online, as your Mii or your favorite Mushroom Kingdom character. Discover simple touch screen controls as well as strategic depth with different tennis swings, both which propel the tennis experience into an ever-intensifying crescendo of fun as the volleys go on.	1kGlWyHlJVc	Nintendo 3DS
6504	Mario Tennis: Power Tour	Players can test their backhand in this unique role-playing tennis adventure. Train hard at the Royal Tennis Academy to be a champion. Gain experience and improve your skills through lessons and tournaments, and rise to the top of the ranks. Play as Mario, Peach, Waluigi, or Donkey Kong in a slew of wild modes. Advance through the story and unlock even more characters, all with their own power moves. Beat Mario at his own game, then link up with a friend or three for even more frantic fun.	lJGvUvAyZtU	Game Boy Advance,Wii U
6505	Mario vs. Donkey Kong	After years of apparent goodwill, Mario and Donkey Kong are at it again--this time, on Game Boy Advance. Donkey Kong has stolen all the Mini-Mario toys from the Mario Toy Co., and now it's up to Mario to hunt down his longtime nemesis and retrieve the pilfered goods. As Mario, you must race through challenging levels while finding keys and releasing Mini Marios before time runs out. Along the way, you'll master new moves that can help you overcome new puzzles.	B8ZHwEMyFeo	Game Boy Advance,Nintendo 3DS,Wii U
6506	Mario vs. Donkey Kong 2: March of the Minis	It seems folks love those Mini Mario toys. So much so that the Mario Toy Company has expanded the line to include Mini Donkey Kong, Mini Toad and Mini Peach figures to the series. With all these toys bringing him more money than he knows what to do with, Mario decides to fulfill his lifelong dream and open a theme park called Super Mini Mario World. The opening-day crowd includes Pauline and Donkey Kong, who immediately falls head over heels for the lovely lass. The proud ape tries to show off his Mini DK toy to Pauline, but she picks the Mini Mario toy over his and the jealous Donkey Kong becomes enraged. He smashes the displays, destroys the toys and takes Pauline to the top floor of the amusement park. Players must find Pauline and save the day. Mario vs. Donkey Kong 2 allows players to create their own maps with a new level editor. Once a map is created, players can send it across the world via Nintendo Wi-Fi Connection. Players also can use Nintendo Wi-Fi Connection to download maps created by others, check out a player-ranking system and access special bonuses. These unique features are sure to be a smash hit with puzzle fans everywhere.	NMRMIby-64U	Nintendo DS,Wii U
7339	Super Mario Maker	Super Mario Maker lets people’s imaginations run wild. For the first time ever, friends can have fun playing through levels they create for one another. The Wii U GamePad controller makes it so easy for anyone to create levels; it may feel like simply sketching out ideas on paper. Players can enjoy a seemingly endless supply of inventive Mario levels from players around the world.  The game includes a book totaling about 100 pages that illustrates the boundless possibilities in Super Mario Maker. Nintendo will also release two special Mario amiibo figures to celebrate the 30th anniversary of the original Super Mario Bros. game. Tapping these amiibo in Super Mario Maker adds a Big Mushroom power-up to your course, allowing Mario to grow big and bust blocks from any direction, as well as adding a retro visual filter to the game, reminiscent of older cathode ray tube televisions. In addition, many other amiibo will also be compatible with Super Mario Maker through the use of a new item called the Mystery Mushroom. This item allows Mario to take the appearance of many other characters, such as Link, Kirby or Wii Fit Trainer, complete with character-specific animations and sound effects. These character costumes can be unlocked by completing the 100 Mario Challenge mode and many can also be unlocked if the player taps the amiibo of the character to the Wii U GamePad.	NLS458ekSEI	Wii U
7340	Mario Party 10	Mario Party 10 has tons of fun new ways to play, challenge, and triumph over your friends, with new modes and a wealth of other exciting goodies. Strategize your way around a variety of unique boards to gather coins and stars, and best your buddies. In Bowser Party mode, you can take the role of bad guy Bowser to mess with your friends’ game. Need to let off some steam? Challenge your friends to a bunch of exciting minigames, unlock bonus content, and more.	Q29s8Jn_I5U	Wii U
8203	Mario Paint	Mario Paint is an educational game that allows anyone to create simple pictures, paint over black and white pictures, or free draw their own using the specially developed SNES Mouse. The player can also create their own piece of music using a selection of notes and themes, create greeting cards and animations, or play a game of "Gnat Attack", where they use the mouse to control a swatter to swat flies.	RODZ75NAioc	Super Nintendo Entertainment System
8594	Mario Vs. Donkey Kong: Tipping Stars	In this puzzle/platformer hybrid, players guide Mario Minis to the exit door using touch control. As with previous games in the series, players can create their own levels and share them with other players online. In this game, players can “tip” the creators of the user-generated puzzles with stars, which can be used to buy new parts in the robust level creator.	8Q_qq-dL7FY	Nintendo 3DS,Wii U
11068	Dr. Mario: Miracle Cure	Use new power-ups in the ultimate Dr. Mario game on the go!	MklbBV1HdyE	Nintendo 3DS
11195	Mario & Luigi: Paper Jam	Paper Mario jumps out of a book and into the bizarre adventures of Mario & Luigi, resulting in hilarious, and dangerous, hijinks! Become the superstar team of Mario, Luigi and Paper Mario to take on quests, take down enemies, and untangle these two unique universes in this playful new entry in the Mario & Luigi series.	zI9Ic3tz2lc	Nintendo 3DS
11220	Mario Tennis: Ultra Smash	Grab your friends and family and dive into multiplayer mayhem with Mario Tennis: Ultra Smash on the Wii U console. Along with the fun and dynamic gameplay known to the franchise, surprise your opponents with a new move to the series, the Jumpshot, which sends the ball flying down the court.  Change the sport up with new Mega Battles, using the Mega Mushroom to gain an advantage over the competition.  Claim your spot in Mario Tennis lore in singles (1v1) or doubles (2v2) as you play with and against family, friends or the CPU using returning and new characters to the series.	PXBWAjxioSU	Wii U
11258	Mario & Sonic at the Rio 2016 Olympic Games	Mario & Sonic at the Rio 2016 Olympic Games is the fifth installment of the Mario & Sonic series. Unlike previous games, this game was officially licensed by the International Olympic Committee for the 31st Summer Olympic Games and taking place in the host city Rio de Janeiro in Brazil. The game contains two new game modes, Golf and Rugby along with twenty new characters, ten from the Mario series, ten from the Sonic the Hedgehog series.	MymoCR2iy9E	Wii U
16748	Super Mario Advance 4: Super Mario Bros. 3	Super Mario Advance 4 is a GBA remake of Super Mario Bros. 3 for the NES.  Super Mario Advance is a four-part series for the GBA with Super Mario games of the NES and SNES era. The remakes came with adjusted graphics, sound and additional content. Each game of the series includes additionally the arcade-classic "Mario Bros" which can be played in multiplayer via link cable.	80ii-TQxBBo	Game Boy Advance
18065	Classic NES Series: Super Mario Bros.	Classic NES Series: Super Mario Bros. takes you back to the very first battle between Mario and Bowser. Now on the Game Boy Advance, you can relive all the mushroom-eating, Koopa-stomping action from the original game. Always strive for the high score while jumping on top of flag poles, pipes, and bricks. This time, two players can alternate play with a single Game Pak or with GBAs linked by a Game Boy Advance Game Link Cable.	MrtGe_UrZLA	Game Boy Advance
18169	Paper Mario: Color Splash	A mystery is afoot on Prism Island - and only Paper Mario can solve it by restoring the island's vanishing colors with his new Paint Hammer and the powerful Battle Cards up his sleeve. These fresh layers of strategy, along with the hilarious action adventure gameplay the series is known for, make this one of the most colorful Paper Mario action-adventure games ever.	srawCiYfP6Y	Wii U
19599	Mario Party: Star Rush	A new Mario Party game for Nintendo 3DS that includes additions and changes to make it much more fast-paced and portable-friendly	WLxeCYQknak	Nintendo 3DS
21093	Mario vs. Donkey Kong: Mini-Land Mayhem!	At the grand opening of Mario's third theme park, the first 100 guests receive a new Mini Pauline toy. Donkey Kong arrives as the 101st guest and finds himself out of luck. He grabs Pauline and heads into the park with Mario and his Mini Marios in hot pursuit. The fourth game in the series adds new challenges and new opportunities for users to share what they have created.	pt2Ar7FzVpQ	Nintendo DS
21624	Mario's Game Gallery	Mario's Game Gallery is a collection of board games, in which you play with Mario. He talks to you, playing Checkers, Go Fish, Dominoes, Backgammon and Yacht. The games all play similarly to their real world counterparts, featuring pieces based on the Mario universe. Mario's Game Gallery is the first game in the series to feature Charles Martinet as Mario's voice actor, who has since gone on to act as Mario's voice actor in all games that give Mario a voice since.	Af09KM26YP4	DOS,Mac
22141	Mario Kart 8: DLC Pack One	NULL	WseR5h3zMs8	Wii U
22146	Mario Kart 8: DLC Pack Two	This DLC Pack adds Villager, Isabelle, and Dry Bowser as well as the Bell and Crossing cups and the Streetle, P-Wing, City Tripper, Bone Rattler, and Crossing Kite vehicle parts.	zwiodIbH3yc	Wii U
22301	Super Mario 64 DS	Super Mario 64, the classic 3D platformer for the Nintendo 64, arrives on the Nintendo DS with all-new features that take advantage of the portable system's dual screens, touch screen, and wireless multiplayer capability. Like the original game, Super Mario 64 DS challenges you to find all the power stars hidden throughout the royal castle in the effort to free Peach imprisoned inside the castle. This time, you can play as Mario, Luigi, Wario, and Yoshi, each of whom has unique abilities. Overcome the challenges on your own or battle up to three of your friends in the multiplayer modes.	k3P1LgtS0d4	Nintendo DS,Wii U
